update,gameplay_rollouts,trade_rollouts,gameplay_reward,gameplay_reward_avg_logged,trade_reward,trade_reward_avg_logged,trade_propose,trade_accept,trade_reject,trade_counter,trade_skip,gameplay_policy_loss,gameplay_value_loss,gameplay_entropy,gameplay_entropy_avg_logged,trade_policy_loss,trade_value_loss,trade_entropy,trade_entropy_avg_logged,tom_loss,total_loss,entropy_coef,gamma,gameplay_reward_ma10,trade_reward_ma10,gameplay_entropy_ma10,trade_entropy_ma10,gameplay_value_loss_ma10,trade_value_loss_ma10,gameplay_policy_loss_ma10,trade_policy_loss_ma10,tom_loss_ma10,total_loss_ma10,trade_propose_rate,trade_accept_rate,trade_reject_rate,trade_counter_rate,trade_skip_rate
13,1427,2187,0.0093,0.0112,-0.0077,-0.007,461,156,167,1380,23,-1.2643,0.9523,0.7675,0.7662,0.6209,0.4361,2.6578,2.6059,1.612076,-0.2619,0.0012,0.94359,0.00786,-0.007189999999999999,0.7494799999999999,2.62251,1.11552,0.43475,-1.25637,0.5631799999999999,1.6097196,-0.2727,0.21079103795153178,0.07133058984910837,0.07636031092821216,0.6310013717421125,0.010516689529035207
14,1414,2208,0.0087,0.0111,-0.0078,-0.007,447,145,158,1434,24,-1.2209,0.835,0.7949,0.7682,0.5809,0.4344,2.6925,2.6116,1.610058,-0.2879,0.0012,0.94387,0.00825,-0.007299999999999999,0.7580899999999999,2.63098,1.10597,0.43106,-1.29209,0.6128,1.6097217999999998,-0.26179,0.20244565217391305,0.06567028985507246,0.07155797101449275,0.6494565217391305,0.010869565217391304
15,1441,2171,0.0103,0.011,-0.0077,-0.0071,457,142,169,1370,33,-1.1662,0.7617,0.7811,0.769,0.5885,0.3796,2.7054,2.6175,1.609042,-0.2574,0.0012,0.94415,0.008679999999999998,-0.00736,0.7650600000000001,2.64314,1.0774,0.42354,-1.2895699999999999,0.63393,1.6096662,-0.24685,0.2105020727775219,0.0654076462459696,0.07784431137724551,0.6310456011054814,0.015200368493781667
16,1427,2198,0.0141,0.0112,-0.0082,-0.0072,437,155,137,1443,26,-1.0059,0.8035,0.8091,0.7713,0.4864,0.3947,2.6897,2.6217,1.609034,-0.1847,0.0012,0.94442,0.009559999999999999,-0.0075000000000000015,0.7740600000000001,2.6518500000000005,1.04635,0.41792999999999997,-1.26144,0.6282099999999999,1.6094615,-0.2333,0.19881710646041856,0.0705186533212011,0.062329390354868064,0.6565059144676979,0.011828935395814377
17,1458,2165,0.0161,0.0115,-0.008,-0.0072,443,121,175,1404,22,-0.8447,0.6145,0.8489,0.7756,0.4137,0.4635,2.6759,2.6247,1.609768,-0.126,0.0012,0.9447,0.010530000000000001,-0.0075899999999999995,0.78616,2.65998,0.9912599999999999,0.42371,-1.21128,0.60628,1.6095908,-0.21709,0.2046189376443418,0.0558891454965358,0.08083140877598152,0.6484988452655889,0.010161662817551964
18,1486,2129,0.0192,0.0119,-0.0078,-0.0072,457,134,184,1329,25,-0.6363,0.6815,0.8539,0.7798,0.3178,0.4081,2.7172,2.6296,1.608461,-0.0103,0.0012,0.94497,0.011859999999999999,-0.007680000000000001,0.79802,2.6665300000000003,0.93437,0.42123999999999995,-1.13968,0.57119,1.6095494,-0.19511,0.21465476749647722,0.06294034758102396,0.08642555190230156,0.6242367308595584,0.011742602160638797
19,1454,2152,0.0176,0.0122,-0.0081,-0.0073,458,154,172,1339,29,-0.4801,0.6733,0.7848,0.78,0.193,0.4039,2.6583,2.631,1.610053,0.0186,0.0012,0.94525,0.01253,-0.00778,0.79486,2.67137,0.8748399999999998,0.42047999999999996,-1.05741,0.51852,1.6096501,-0.18024,0.2128252788104089,0.07156133828996282,0.07992565055762081,0.6222118959107806,0.013475836431226766
20,1447,2163,0.0143,0.0097,-0.0081,-0.0074,448,123,195,1365,32,-0.1781,0.652,0.8468,0.7625,0.0457,0.3676,2.637,2.6387,1.608811,0.159,0.0012,0.94553,0.01323,-0.00786,0.80565,2.67152,0.8265499999999999,0.40970000000000006,-0.93937,0.45219000000000004,1.6094456000000001,-0.14299,0.20711974110032363,0.056865464632454926,0.09015256588072122,0.6310679611650486,0.014794267221451687
21,1442,2170,0.0177,0.0104,-0.0083,-0.0075,458,148,183,1356,25,0.0799,0.5621,0.8139,0.7696,-0.0918,0.4148,2.6013,2.6395,1.609091,0.2693,0.0012,0.9458,0.013439999999999999,-0.00795,0.8060700000000001,2.66799,0.7583,0.41017000000000003,-0.8047600000000001,0.37605,1.6094484000000002,-0.10114000000000001,0.2110599078341014,0.06820276497695853,0.08433179723502304,0.6248847926267281,0.01152073732718894
22,1444,2156,0.0097,0.0106,-0.0082,-0.0075,460,137,186,1338,35,-0.1634,0.6019,0.7437,0.7713,-0.0103,0.3966,2.6177,2.6407,1.608834,0.1132,0.0012,0.94608,0.0137,-0.00799,0.8044600000000001,2.66528,0.7137800000000001,0.40992999999999996,-0.688,0.31448,1.6095228,-0.056810000000000006,0.21335807050092764,0.06354359925788497,0.0862708719851577,0.6205936920222634,0.016233766233766232
23,1540,2057,0.0223,0.0114,-0.008,-0.0076,456,129,201,1232,39,-0.3236,0.4546,0.8971,0.7834,0.1431,0.386,2.6137,2.6417,1.607787,0.0672,0.0012,0.94636,0.015,-0.00802,0.81742,2.66087,0.66401,0.40492,-0.5939300000000001,0.2667,1.6090939,-0.023899999999999998,0.22168206125425377,0.06271268838113758,0.09771511910549344,0.5989304812834224,0.018959649975692758
24,1460,2139,0.0116,0.0118,-0.0084,-0.0077,456,128,214,1302,39,-0.7709,0.6197,0.7661,0.7863,0.3806,0.3974,2.6009,2.6414,1.610038,-0.0981,0.0012,0.94663,0.015290000000000002,-0.00808,0.81454,2.6517100000000005,0.64248,0.40122,-0.54893,0.24667000000000003,1.6090919,-0.0049200000000000025,0.2131837307152875,0.059841047218326324,0.10004675081813932,0.6086956521739131,0.0182328190743338
25,1446,2153,0.0106,0.012,-0.0084,-0.0078,468,141,221,1292,31,-0.6285,0.5988,0.7369,0.7876,0.2774,0.44,2.5762,2.641,1.60929,-0.0531,0.0012,0.94691,0.01532,-0.00815,0.8101200000000001,2.63879,0.62619,0.40726000000000007,-0.4951600000000001,0.21555999999999997,1.6091167,0.01551,0.2173711100789596,0.06549001393404552,0.10264746864839759,0.6000928936367859,0.014398513701811427
26,1459,2132,0.012,0.0123,-0.0082,-0.0078,474,126,245,1255,32,-0.1596,0.5165,0.704,0.7868,-0.0229,0.4845,2.6144,2.6416,1.608778,0.1063,0.0012,0.94719,0.015110000000000002,-0.00815,0.7996099999999999,2.63126,0.59749,0.41624,-0.41052999999999995,0.16463,1.6090911,0.04461,0.2223264540337711,0.05909943714821764,0.1149155722326454,0.5886491557223265,0.0150093808630394
27,1489,2101,0.0091,0.0125,-0.0081,-0.0079,474,115,256,1225,31,0.0135,0.6191,0.732,0.787,-0.0756,0.4066,2.6472,2.6442,1.609154,0.2332,0.0012,0.94746,0.014410000000000001,-0.00816,0.78792,2.6283900000000004,0.59795,0.41055,-0.32471000000000005,0.1157,1.6090297,0.08053,0.2256068538791052,0.05473584007615421,0.12184673964778676,0.5830556877677296,0.014754878629224179
28,1488,2104,0.0101,0.0127,-0.0079,-0.0079,474,76,282,1243,29,0.4715,0.61,0.734,0.787,-0.3957,0.4164,2.6223,2.6427,1.610648,0.3717,0.0012,0.94774,0.013500000000000002,-0.00817,0.77593,2.6189000000000004,0.5908,0.41137999999999997,-0.21393,0.04434999999999999,1.6092484000000002,0.11873,0.2252851711026616,0.03612167300380228,0.13403041825095058,0.5907794676806084,0.013783269961977186
29,1476,2117,0.0135,0.0128,-0.0082,-0.008,470,93,273,1250,31,0.7122,0.5927,0.702,0.7813,-0.4976,0.4361,2.5982,2.6421,1.607916,0.5113,0.0012,0.94802,0.01309,-0.008180000000000002,0.7676499999999999,2.61289,0.58274,0.41459999999999997,-0.0947,-0.024710000000000003,1.6090347,0.168,0.22201228153046765,0.043930089749645726,0.12895606991025035,0.5904581955597543,0.014643363249881908
30,1539,2049,0.0206,0.0135,-0.0083,-0.008,462,102,253,1189,43,0.7205,0.591,0.8238,0.7855,-0.5273,0.472,2.5481,2.6378,1.414682,0.4937,0.0012,0.94829,0.01372,-0.0082,0.76535,2.604,0.57664,0.42504,-0.004840000000000011,-0.08201,1.5896218000000002,0.20146999999999998,0.22547584187408493,0.04978038067349927,0.12347486578818936,0.580283064909712,0.020985846754514398
31,1512,2076,0.0166,0.0135,-0.0083,-0.0081,469,95,276,1205,31,0.3291,0.5332,0.7408,0.7821,-0.278,0.4735,2.5927,2.6356,1.606192,0.3429,0.0012,0.94857,0.01361,-0.0082,0.75804,2.60314,0.57375,0.43091,0.020079999999999994,-0.10063,1.5893319,0.20883,0.22591522157996147,0.04576107899807322,0.1329479768786127,0.5804431599229287,0.014932562620423893
32,1565,2018,0.0265,0.0145,-0.0081,-0.0081,470,100,277,1132,39,0.4203,0.5707,0.8213,0.7851,-0.2781,0.3895,2.5688,2.6318,1.607266,0.4227,0.0012,0.94884,0.015290000000000002,-0.00819,0.7658,2.59825,0.57063,0.43019999999999997,0.07844999999999999,-0.12741000000000002,1.5891751,0.23978000000000002,0.23290386521308226,0.049554013875123884,0.13726461843409316,0.5609514370664024,0.019326065411298315
33,1490,2085,0.0098,0.0145,-0.0081,-0.0081,483,86,300,1176,40,0.6942,0.5631,0.6968,0.7816,-0.5104,0.4555,2.6087,2.6293,1.608096,0.4793,0.0012,0.94912,0.01404,-0.0082,0.74577,2.59775,0.58148,0.43715000000000004,0.18022999999999997,-0.19276,1.5892060000000001,0.28098999999999996,0.2316546762589928,0.04124700239808154,0.14388489208633093,0.5640287769784172,0.019184652278177457
34,1531,2040,0.0178,0.015,-0.0079,-0.0081,488,81,315,1128,28,0.5153,0.5877,0.6994,0.7768,-0.3919,0.4435,2.5654,2.6229,1.60783,0.4224,0.0012,0.9494,0.014660000000000001,-0.00815,0.7390999999999999,2.5942,0.57828,0.44176000000000004,0.30884999999999996,-0.27001,1.5889852000000002,0.33304,0.23921568627450981,0.039705882352941174,0.15441176470588236,0.5529411764705883,0.013725490196078431
35,1518,2051,0.0086,0.0149,-0.0078,-0.0081,498,87,330,1104,32,0.4966,0.5947,0.6618,0.7709,-0.349,0.3685,2.6353,2.6194,1.612095,0.43,0.0012,0.94967,0.01446,-0.00809,0.73159,2.60011,0.5778700000000001,0.43461,0.42135999999999996,-0.33265,1.5892657,0.38134999999999997,0.24280838615309605,0.0424183325207216,0.16089712335446124,0.538274012676743,0.015602145294978059
36,1555,2007,0.009,0.0146,-0.0075,-0.0081,500,73,334,1070,30,0.3702,0.5574,0.6996,0.7654,-0.3214,0.4138,2.5501,2.6125,1.60823,0.3334,0.0012,0.94995,0.01416,-0.008020000000000001,0.7311500000000001,2.59368,0.5819599999999999,0.42754000000000003,0.47434000000000004,-0.3625,1.5892109,0.40406,0.2491280518186348,0.036372695565520675,0.16641753861484804,0.5331340308918784,0.014947683109118086
37,1577,1982,0.011,0.0144,-0.0072,-0.008,503,63,363,1015,38,0.2394,0.5612,0.6602,0.7559,-0.3407,0.4063,2.5752,2.6074,1.605778,0.1826,0.0012,0.95023,0.014349999999999998,-0.00793,0.72397,2.5864800000000003,0.5761700000000001,0.42751,0.49693,-0.38900999999999997,1.5888733,0.39899999999999997,0.2537840565085772,0.031786074672048435,0.18314833501513622,0.512108980827447,0.01917255297679112
38,1663,1895,0.0148,0.0141,-0.007,-0.008,500,71,373,918,33,-0.5247,0.5388,0.7832,0.7524,0.2762,0.5094,2.5095,2.597,1.610712,0.0561,0.0012,0.9505,0.01482,-0.007840000000000001,0.72889,2.5751999999999997,0.5690500000000001,0.43681000000000003,0.39730999999999994,-0.32182,1.5888797000000001,0.36744000000000004,0.2638522427440633,0.03746701846965699,0.19683377308707123,0.48443271767810026,0.017414248021108178
39,1669,1870,0.0144,0.014,-0.006,-0.0079,530,48,419,842,31,-0.6512,0.6604,0.7185,0.7491,0.3876,0.413,2.5238,2.5903,1.605977,0.0475,0.0012,0.95078,0.014910000000000001,-0.00762,0.7305400000000001,2.56776,0.57582,0.4345,0.26097,-0.2333,1.5886858,0.32106,0.28342245989304815,0.025668449197860963,0.22406417112299465,0.4502673796791444,0.016577540106951873
40,1766,1760,0.024,0.0145,-0.0054,-0.0078,525,40,463,702,30,-0.3174,0.5418,0.8151,0.7475,0.164,0.4143,2.4992,2.5834,1.60864,0.1287,0.0012,0.95106,0.01525,-0.007330000000000001,0.7296699999999999,2.5628699999999998,0.5709,0.42873,0.15718,-0.16417,1.6080815999999998,0.28456,0.29829545454545453,0.022727272727272728,0.2630681818181818,0.39886363636363636,0.017045454545454544
41,1757,1752,0.0221,0.0147,-0.005,-0.0076,545,57,457,654,39,-0.4556,0.5908,0.7676,0.7452,0.2754,0.4223,2.4159,2.5742,1.606007,0.1165,0.0012,0.95133,0.0158,-0.007000000000000001,0.7323500000000001,2.5451900000000003,0.57666,0.42361000000000004,0.07870999999999997,-0.10883000000000002,1.6080631,0.26192000000000004,0.3110730593607306,0.032534246575342464,0.2608447488584475,0.3732876712328767,0.02226027397260274
42,1807,1688,0.0165,0.015,-0.0041,-0.0074,559,46,497,544,42,-0.6321,0.6154,0.7173,0.7439,0.4002,0.3654,2.3554,2.561,1.607262,0.0572,0.0012,0.95161,0.014800000000000002,-0.0066,0.72195,2.52385,0.58113,0.42119999999999996,-0.026530000000000026,-0.041000000000000016,1.6080627,0.22537000000000001,0.3311611374407583,0.027251184834123223,0.2944312796208531,0.3222748815165877,0.024881516587677725
43,1801,1694,0.0174,0.0148,-0.0039,-0.0072,565,34,514,548,33,-0.6102,0.633,0.7311,0.7356,0.4177,0.3696,2.303,2.5455,1.611335,0.1025,0.0012,0.95188,0.015560000000000001,-0.006180000000000001,0.72538,2.49328,0.58812,0.41261000000000003,-0.15697,0.05180999999999998,1.6083866,0.18769,0.333530106257379,0.020070838252656435,0.30342384887839435,0.3234946871310508,0.01948051948051948
44,1830,1638,0.0103,0.0147,-0.003,-0.0069,585,33,541,441,38,-0.7223,0.5995,0.6767,0.7311,0.4566,0.3778,2.3308,2.532,1.604777,0.0231,0.0012,0.95216,0.014809999999999999,-0.00569,0.72311,2.46982,0.5892999999999999,0.40603999999999996,-0.28073000000000004,0.13665999999999998,1.6080812999999998,0.14776,0.35714285714285715,0.020146520146520148,0.3302808302808303,0.2692307692307692,0.0231990231990232
45,1865,1603,0.0143,0.0149,-0.0024,-0.0066,595,22,560,393,33,-0.5807,0.5402,0.7042,0.7295,0.3985,0.4636,2.3448,2.5204,1.604704,0.1134,0.0012,0.95244,0.01538,-0.00515,0.72735,2.44077,0.58385,0.41555,-0.3884600000000001,0.21140999999999996,1.6073422000000002,0.11610000000000002,0.37117903930131,0.01372426699937617,0.34934497816593885,0.24516531503431066,0.020586400499064253
46,1889,1581,0.0161,0.0151,-0.0027,-0.0063,582,34,536,387,42,-0.5523,0.5322,0.7333,0.7309,0.3879,0.5461,2.2651,2.503,1.603975,0.1502,0.0012,0.95271,0.01609,-0.00467,0.73072,2.4122700000000004,0.58133,0.42878,-0.48071,0.28234,1.6069167,0.09778,0.3681214421252372,0.021505376344086023,0.3390259329538267,0.24478178368121442,0.026565464895635674
47,1863,1601,0.0145,0.0154,-0.0026,-0.0061,596,36,554,379,36,-0.5906,0.5532,0.7032,0.7295,0.3867,0.5022,2.3075,2.486,1.602849,0.1054,0.0012,0.95299,0.016440000000000003,-0.00421,0.73502,2.3855,0.58053,0.43837000000000004,-0.56371,0.35508,1.6066238,0.09006,0.37226733291692693,0.022485946283572766,0.34603372891942535,0.23672704559650218,0.022485946283572766
48,1881,1584,0.0163,0.0157,-0.0025,-0.0058,588,32,549,374,41,-0.5713,0.5539,0.7003,0.7278,0.4218,0.4201,2.2868,2.4692,1.617889,0.1402,0.0012,0.95327,0.01659,-0.0037600000000000003,0.7267300000000001,2.36323,0.58204,0.42943999999999993,-0.56837,0.36963999999999997,1.6073415,0.09847000000000002,0.3712121212121212,0.020202020202020204,0.3465909090909091,0.2361111111111111,0.025883838383838384
49,1924,1527,0.018,0.0159,-0.002,-0.0055,581,35,545,306,60,-0.4304,0.518,0.7043,0.7279,0.2542,0.4413,2.2201,2.4503,1.610083,0.1099,0.0012,0.95354,0.01695,-0.0033600000000000006,0.72531,2.3328599999999997,0.5678,0.43227000000000004,-0.54629,0.35629999999999995,1.6077520999999997,0.10471000000000001,0.3804846103470858,0.022920759659463,0.3569089718402096,0.20039292730844793,0.03929273084479371
50,1948,1496,0.0165,0.0157,-0.0015,-0.0052,582,30,551,271,62,-0.5327,0.6067,0.7082,0.7222,0.4116,0.4266,2.2307,2.4344,1.607917,0.1838,0.0012,0.95382,0.0162,-0.00297,0.71462,2.3060099999999997,0.57429,0.4335,-0.56782,0.38105999999999995,1.6076798,0.11022000000000001,0.3890374331550802,0.020053475935828877,0.36831550802139035,0.18114973262032086,0.04144385026737968
51,1965,1490,0.02,0.0159,-0.0017,-0.0048,565,20,544,288,73,-0.1829,0.5788,0.758,0.723,0.0458,0.4276,2.2191,2.4158,1.606328,0.1613,0.0012,0.9541,0.015989999999999997,-0.00264,0.71366,2.28633,0.57309,0.43403,-0.54055,0.3581,1.6077119,0.1147,0.37919463087248323,0.013422818791946308,0.3651006711409396,0.19328859060402684,0.04899328859060403
52,1963,1479,0.0148,0.0153,-0.0013,-0.0045,578,24,551,253,73,-0.3104,0.5186,0.7381,0.7189,0.2355,0.4242,2.1475,2.3947,1.594251,0.2076,0.0012,0.95437,0.015819999999999997,-0.00236,0.71574,2.26554,0.56341,0.43990999999999997,-0.50838,0.34163,1.6064107999999997,0.12974,0.39080459770114945,0.016227180527383367,0.37254901960784315,0.17106152805949967,0.04935767410412441
53,1929,1509,0.0108,0.0154,-0.001,-0.0041,605,17,584,245,58,-0.1059,0.5968,0.6713,0.7176,-0.0837,0.3825,2.1326,2.3709,1.605416,0.1028,0.0012,0.95465,0.015159999999999998,-0.00207,0.70976,2.2485,0.55979,0.4412,-0.45795,0.29148999999999997,1.6058188999999998,0.12977,0.40092776673293573,0.01126573889993373,0.38701126573889993,0.16235917826375082,0.038436050364479786
54,1990,1446,0.0161,0.0153,-0.0003,-0.0037,594,14,581,194,63,0.0432,0.5035,0.7046,0.7178,-0.0855,0.4084,2.0625,2.3457,1.605596,0.2336,0.0012,0.95492,0.01574,-0.0018000000000000002,0.71255,2.22167,0.55019,0.44426000000000004,-0.3814,0.23728000000000002,1.6059008,0.15082,0.4107883817427386,0.009681881051175657,0.4017980636237898,0.13416320885200553,0.043568464730290454
55,2012,1421,0.024,0.016,-0.0001,-0.0034,592,11,579,176,63,0.142,0.4902,0.7383,0.7217,-0.2611,0.489,2.0117,2.3146,1.598243,0.1737,0.0012,0.9552,0.01671,-0.0015699999999999998,0.71596,2.1883600000000003,0.54519,0.4468,-0.30913,0.17131999999999997,1.6052547000000001,0.15685,0.4166080225193526,0.007741027445460943,0.4074595355383533,0.12385643912737508,0.04433497536945813
56,2007,1411,0.0161,0.0164,0.0006,-0.003,616,17,599,121,58,0.1882,0.5408,0.6973,0.7215,-0.2213,0.4308,1.9776,2.2859,1.599309,0.2582,0.0012,0.95548,0.01671,-0.00124,0.71236,2.15961,0.5460499999999999,0.43527000000000005,-0.23508000000000004,0.11039999999999998,1.6047881,0.16765,0.4365698086463501,0.012048192771084338,0.42452161587526577,0.08575478384124734,0.041105598866052445
57,2039,1376,0.0209,0.0169,0.0008,-0.0026,598,16,583,97,82,0.1715,0.5682,0.7448,0.7258,-0.295,0.4019,1.9082,2.2526,1.600722,0.1678,0.0012,0.95575,0.017349999999999997,-0.0009000000000000001,0.71652,2.11968,0.54755,0.42523999999999995,-0.15887,0.04222999999999998,1.6045753999999999,0.17389000000000002,0.43459302325581395,0.011627906976744186,0.42369186046511625,0.07049418604651163,0.059593023255813955
58,2019,1395,0.0172,0.017,0.001,-0.0022,624,16,610,92,53,0.3463,0.5214,0.6559,0.7194,-0.4219,0.4746,1.8082,2.2175,1.596097,0.2224,0.0012,0.95603,0.01744,-0.0005499999999999999,0.71208,2.0718199999999998,0.5443,0.43068999999999996,-0.06711000000000003,-0.04214000000000001,1.6023962,0.18211000000000002,0.44731182795698926,0.011469534050179211,0.43727598566308246,0.06594982078853047,0.03799283154121864
59,2035,1366,0.0221,0.0174,0.0013,-0.0018,608,6,605,74,73,0.3002,0.5064,0.6783,0.7174,-0.3897,0.4556,1.8018,2.1814,1.599974,0.2004,0.0012,0.95631,0.017849999999999998,-0.00021999999999999998,0.70948,2.02999,0.54314,0.43212,0.005949999999999983,-0.10653000000000001,1.6013853,0.19116,0.445095168374817,0.004392386530014641,0.4428989751098097,0.05417276720351391,0.053440702781844804
60,2051,1359,0.0196,0.0172,0.0017,-0.0014,618,6,609,57,69,0.4677,0.4727,0.697,0.7115,-0.5249,0.4899,1.7911,2.146,1.588347,0.2328,0.0012,0.95658,0.018160000000000003,0.0001,0.7083600000000001,1.9860300000000002,0.52974,0.43845,0.10598999999999999,-0.20018000000000002,1.5994283,0.19606,0.45474613686534215,0.004415011037527594,0.4481236203090508,0.04194260485651214,0.05077262693156733
